Job ID,Agency,Posting Type,# Of Positions,Business Title,Civil Service Title,Title Code No,Level,Job Category,Full-Time/Part-Time indicator,Salary Range From,Salary Range To,Salary Frequency,Work Location,Division/Work Unit,Residency Requirement,Posting Date,Post Until,Posting Updated,Process Date
229837,DEPT OF INFO TECH & TELECOMM,Internal,1,Senior Quality Oversight Analyst,COMPUTER SYSTEMS MANAGER,10050,M2,Information Technology & Telecommunications,F,58675,125000,Annual,75 Park Place New York Ny,General Counsel,New York City Residency is not required for this position,2016-02-17T00:00:00.000,,2016-02-17T00:00:00.000,2019-07-30T00:00:00.000
230490,LAW DEPARTMENT,External,1,Computer Associate,COMPUTER ASSOC (OPERATIONS),13621,2,Information Technology & Telecommunications,F,55556,82776,Annual,"100 Church St., N.Y.",Information Technology,New York City Residency is not required for this position.,2016-02-03T00:00:00.000,,2016-03-18T00:00:00.000,2019-07-30T00:00:00.000
230490,LAW DEPARTMENT,Internal,1,Computer Associate,COMPUTER ASSOC (OPERATIONS),13621,2,Information Technology & Telecommunications,F,55556,82776,Annual,"100 Church St., N.Y.",Information Technology,New York City Residency is not required for this position.,2016-02-03T00:00:00.000,,2016-03-18T00:00:00.000,2019-07-30T00:00:00.000
230974,ADMIN FOR CHILDREN'S SVCS,External,7,Best Practices Coach,CHILD AND FAMILY SPECIALIST,52408,0,Social Services,F,66000,89008,Annual,"150 William Street, New York N",Off Prev Tech Assistance (FSS),"New York City residency is generally required within 90 days of appointment. However, City Employees in certain titles who have worked for the City for 2 continuous years may also be eligible to reside in Nassau, Suffolk, Putnam, Westchester, Rockland, or Orange County. To determine if the residency requirement applies to you, please discuss with the agency representative at the time of interview.",2016-08-04T00:00:00.000,,2016-08-04T00:00:00.000,2019-07-30T00:00:00.000
230974,ADMIN FOR CHILDREN'S SVCS,Internal,7,Best Practices Coach,CHILD AND FAMILY SPECIALIST,52408,0,Social Services,F,66000,89008,Annual,"150 William Street, New York N",Off Prev Tech Assistance (FSS),"New York City residency is generally required within 90 days of appointment. However, City Employees in certain titles who have worked for the City for 2 continuous years may also be eligible to reside in Nassau, Suffolk, Putnam, Westchester, Rockland, or Orange County. To determine if the residency requirement applies to you, please discuss with the agency representative at the time of interview.",2016-08-04T00:00:00.000,,2016-08-04T00:00:00.000,2019-07-30T00:00:00.000
231945,ADMIN FOR CHILDREN'S SVCS,External,9,Quality Improvement Specialist,COMMUNITY COORDINATOR,56058,0,Community & Business Services Social Services,F,48895,75900,Annual,"150 William Street, New York N",DYFJ Central,"New York City residency is generally required within 90 days of appointment. However, City Employees in certain titles who have worked for the City for 2 continuous years may also be eligible to reside in Nassau, Suffolk, Putnam, Westchester, Rockland, or Orange County. To determine if the residency requirement applies to you, please discuss with the agency representative at the time of interview.",2016-02-26T00:00:00.000,,2016-06-29T00:00:00.000,2019-07-30T00:00:00.000
231945,ADMIN FOR CHILDREN'S SVCS,Internal,9,Quality Improvement Specialist,COMMUNITY COORDINATOR,56058,0,Community & Business Services Social Services,F,48895,75900,Annual,"150 William Street, New York N",DYFJ Central,"New York City residency is generally required within 90 days of appointment. However, City Employees in certain titles who have worked for the City for 2 continuous years may also be eligible to reside in Nassau, Suffolk, Putnam, Westchester, Rockland, or Orange County. To determine if the residency requirement applies to you, please discuss with the agency representative at the time of interview.",2016-02-26T00:00:00.000,,2016-06-29T00:00:00.000,2019-07-30T00:00:00.000
233549,NYC EMPLOYEES RETIREMENT SYS,External,1,"CERTIFIED IT ADMINISTRATOR (LAN/WAN), LEVEL 4",CERTIFIED IT ADMINISTRATOR (LA,13652,4,Information Technology & Telecommunications,F,87203,131623,Annual,"335 Adams Street, Brooklyn Ny",Executive Management,New York City Residency is not required for this position,2016-03-01T00:00:00.000,,2016-03-01T00:00:00.000,2019-07-30T00:00:00.000
233549,NYC EMPLOYEES RETIREMENT SYS,Internal,1,"CERTIFIED IT ADMINISTRATOR (LAN/WAN), LEVEL 4",CERTIFIED IT ADMINISTRATOR (LA,13652,4,Information Technology & Telecommunications,F,87203,131623,Annual,"335 Adams Street, Brooklyn Ny",Executive Management,New York City Residency is not required for this position,2016-03-01T00:00:00.000,,2016-03-01T00:00:00.000,2019-07-30T00:00:00.000
234203,ADMIN FOR CHILDREN'S SVCS,Internal,1,Business and Data Analyst Manager,ASSOCIATE STAFF ANALYST,12627,0,"Finance, Accounting, & Procurement",F,63817,95022,Annual,"150 William Street, New York N",Asst Comm Bdgt & Clmng-Financ,"New York City residency is generally required within 90 days of appointment. However, City Employees in certain titles who have worked for the City for 2 continuous years may also be eligible to reside in Nassau, Suffolk, Putnam, Westchester, Rockland, or Orange County. To determine if the residency requirement applies to you, please discuss with the agency representative at the time of interview.",2016-03-03T00:00:00.000,,2016-03-04T00:00:00.000,2019-07-30T00:00:00.000
234203,ADMIN FOR CHILDREN'S SVCS,External,1,Business and Data Analyst Manager,ASSOCIATE STAFF ANALYST,12627,0,"Finance, Accounting, & Procurement",F,63817,95022,Annual,"150 William Street, New York N",Asst Comm Bdgt & Clmng-Financ,"New York City residency is generally required within 90 days of appointment. However, City Employees in certain titles who have worked for the City for 2 continuous years may also be eligible to reside in Nassau, Suffolk, Putnam, Westchester, Rockland, or Orange County. To determine if the residency requirement applies to you, please discuss with the agency representative at the time of interview.",2016-03-03T00:00:00.000,,2016-03-04T00:00:00.000,2019-07-30T00:00:00.000
234921,NYC EMPLOYEES RETIREMENT SYS,Internal,1,CERTIFIED IT ADMINISTRATOR (LAN/WAN),CERTIFIED IT ADMINISTRATOR (LA,13652,1,Information Technology & Telecommunications,F,72260,98163,Annual,"335 Adams Street, Brooklyn Ny",Executive Management,New York City Residency is not required for this position,2016-03-11T00:00:00.000,,2016-03-11T00:00:00.000,2019-07-30T00:00:00.000
234921,NYC EMPLOYEES RETIREMENT SYS,External,1,CERTIFIED IT ADMINISTRATOR (LAN/WAN),CERTIFIED IT ADMINISTRATOR (LA,13652,1,Information Technology & Telecommunications,F,72260,98163,Annual,"335 Adams Street, Brooklyn Ny",Executive Management,New York City Residency is not required for this position,2016-03-11T00:00:00.000,,2016-03-11T00:00:00.000,2019-07-30T00:00:00.000
235309,DEPT OF HEALTH/MENTAL HYGIENE,Internal,1,"Pest Control Aide, Bureau of Veterinary and Pest Control Services",PEST CONTROL AIDE,90500,0,"Public Safety, Inspections, & Enforcement",F,26457,32665,Annual,"158 E 115Th St., N.Y.",Pest Control Services,"New York City residency is generally required within 90 days of appointment. However, City Employees in certain titles who have worked for the City for 2 continuous years may also be eligible to reside in Nassau, Suffolk, Putnam, Westchester, Rockland, or Orange County. To determine if the residency requirement applies to you, please discuss with the agency representative at the time of interview.",2016-03-14T00:00:00.000,,2016-06-08T00:00:00.000,2019-07-30T00:00:00.000
235309,DEPT OF HEALTH/MENTAL HYGIENE,External,1,"Pest Control Aide, Bureau of Veterinary and Pest Control Services",PEST CONTROL AIDE,90500,0,"Public Safety, Inspections, & Enforcement",F,26457,32665,Annual,"158 E 115Th St., N.Y.",Pest Control Services,"New York City residency is generally required within 90 days of appointment. However, City Employees in certain titles who have worked for the City for 2 continuous years may also be eligible to reside in Nassau, Suffolk, Putnam, Westchester, Rockland, or Orange County. To determine if the residency requirement applies to you, please discuss with the agency representative at the time of interview.",2016-03-14T00:00:00.000,,2016-06-08T00:00:00.000,2019-07-30T00:00:00.000
235793,LAW DEPARTMENT,Internal,1,Law Student,STUDENT LEGAL SPECIALIST,5072,0,Legal,F,35213,40495,Annual,OCSE Central Court Svcs,Family Court: New York,"New York City residency is generally required within 90 days of appointment. However, City Employees in certain titles who have worked for the City for 2 continuous years may also be eligible to reside in Nassau, Suffolk, Putnam, Westchester, Rockland, or Orange County. To determine if the residency requirement applies to you, please discuss with the agency representative at the time of interview.",2016-03-18T00:00:00.000,,2016-05-06T00:00:00.000,2019-07-30T00:00:00.000
235793,LAW DEPARTMENT,External,1,Law Student,STUDENT LEGAL SPECIALIST,5072,0,Legal,F,35213,40495,Annual,OCSE Central Court Svcs,Family Court: New York,"New York City residency is generally required within 90 days of appointment. However, City Employees in certain titles who have worked for the City for 2 continuous years may also be eligible to reside in Nassau, Suffolk, Putnam, Westchester, Rockland, or Orange County. To determine if the residency requirement applies to you, please discuss with the agency representative at the time of interview.",2016-03-18T00:00:00.000,,2016-05-06T00:00:00.000,2019-07-30T00:00:00.000
237576,ADMIN FOR CHILDREN'S SVCS,External,1,Deputy Budget Director,ADMINISTRATIVE STAFF ANALYST (,1002D,0,"Finance, Accounting, & Procurement",,58675,156793,Annual,"150 William Street, New York N",Dpty Comm Fnancl Svcs-Finance,New York City residency required within 90 days of appointment.,2016-04-04T00:00:00.000,,2016-07-05T00:00:00.000,2019-07-30T00:00:00.000
237576,ADMIN FOR CHILDREN'S SVCS,Internal,1,Deputy Budget Director,ADMINISTRATIVE STAFF ANALYST (,1002D,0,"Finance, Accounting, & Procurement",,58675,156793,Annual,"150 William Street, New York N",Dpty Comm Fnancl Svcs-Finance,New York City residency required within 90 days of appointment.,2016-04-04T00:00:00.000,,2016-07-05T00:00:00.000,2019-07-30T00:00:00.000
237577,ADMIN FOR CHILDREN'S SVCS,External,1,Senior Budget Analyst,ASSOCIATE STAFF ANALYST,12627,0,"Finance, Accounting, & Procurement",F,63817,95022,Annual,"150 William Street, New York N",Dpty Comm Fnancl Svcs-Finance,"New York City residency is generally required within 90 days of appointment. However, City Employees in certain titles who have worked for the City for 2 continuous years may also be eligible to reside in Nassau, Suffolk, Putnam, Westchester, Rockland, or Orange County. To determine if the residency requirement applies to you, please discuss with the agency representative at the time of interview.",2016-04-04T00:00:00.000,,2016-07-05T00:00:00.000,2019-07-30T00:00:00.000
237577,ADMIN FOR CHILDREN'S SVCS,Internal,1,Senior Budget Analyst,ASSOCIATE STAFF ANALYST,12627,0,"Finance, Accounting, & Procurement",F,63817,95022,Annual,"150 William Street, New York N",Dpty Comm Fnancl Svcs-Finance,"New York City residency is generally required within 90 days of appointment. However, City Employees in certain titles who have worked for the City for 2 continuous years may also be eligible to reside in Nassau, Suffolk, Putnam, Westchester, Rockland, or Orange County. To determine if the residency requirement applies to you, please discuss with the agency representative at the time of interview.",2016-04-04T00:00:00.000,,2016-07-05T00:00:00.000,2019-07-30T00:00:00.000
237921,ADMIN FOR CHILDREN'S SVCS,Internal,1,Trauma-Informed Early Care and Education Case Supervisor,SUPERVISOR II SOCIAL WORK,52632,0,Social Services,F,60049,82455,Annual,"66 John Street, New York, Ny",Headstart (ECE),"New York City residency is generally required within 90 days of appointment. However, City Employees in certain titles who have worked for the City for 2 continuous years may also be eligible to reside in Nassau, Suffolk, Putnam, Westchester, Rockland, or Orange County. To determine if the residency requirement applies to you, please discuss with the agency representative at the time of interview.",2016-04-06T00:00:00.000,,2016-04-21T00:00:00.000,2019-07-30T00:00:00.000
237921,ADMIN FOR CHILDREN'S SVCS,External,1,Trauma-Informed Early Care and Education Case Supervisor,SUPERVISOR II SOCIAL WORK,52632,0,Social Services,F,60049,82455,Annual,"66 John Street, New York, Ny",Headstart (ECE),"New York City residency is generally required within 90 days of appointment. However, City Employees in certain titles who have worked for the City for 2 continuous years may also be eligible to reside in Nassau, Suffolk, Putnam, Westchester, Rockland, or Orange County. To determine if the residency requirement applies to you, please discuss with the agency representative at the time of interview.",2016-04-06T00:00:00.000,,2016-04-21T00:00:00.000,2019-07-30T00:00:00.000
239048,ADMIN FOR CHILDREN'S SVCS,Internal,1,APA Foster Care Program Evaluator,PROGRAM EVALUATOR (ACS),52416,0,Policy & Analysis Social Services,F,60049,89008,Annual,"150 William Street, New York N",Agy Program Assistance (DPPM),"New York City residency is generally required within 90 days of appointment. However, City Employees in certain titles who have worked for the City for 2 continuous years may also be eligible to reside in Nassau, Suffolk, Putnam, Westchester, Rockland, or Orange County. To determine if the residency requirement applies to you, please discuss with the agency representative at the time of interview.",2016-05-10T00:00:00.000,,2016-06-06T00:00:00.000,2019-07-30T00:00:00.000
239048,ADMIN FOR CHILDREN'S SVCS,External,1,APA Foster Care Program Evaluator,PROGRAM EVALUATOR (ACS),52416,0,Policy & Analysis Social Services,F,60049,89008,Annual,"150 William Street, New York N",Agy Program Assistance (DPPM),"New York City residency is generally required within 90 days of appointment. However, City Employees in certain titles who have worked for the City for 2 continuous years may also be eligible to reside in Nassau, Suffolk, Putnam, Westchester, Rockland, or Orange County. To determine if the residency requirement applies to you, please discuss with the agency representative at the time of interview.",2016-05-10T00:00:00.000,,2016-06-06T00:00:00.000,2019-07-30T00:00:00.000
